id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
3735,1.3889,17.0,4.604342581423402,1.06875753920386,947.0,2.237474262182567,39.12,-121.56
3100,2.4,17.0,3.247023255813954,1.0354965937612048,1986.0,2.0120593692022264,34.23,-118.37
14243,2.0529,24.0,2.8298755186722,0.9951456310679612,633.0,2.9379310344827587,34.07,-118.28
23518,2.3611,15.0,4.62453531598513,1.1623711340206186,900.0,2.5448504983388704,34.15,-117.28
35359,3.7895,32.0,5.073972602739726,1.021917808219178,2899.0,3.061349693251534,37.4,-121.88
4034,4.0114,27.0,6.132530120481928,1.0,1017.0,3.0586956521739133,37.73,-122.19
22354,4.325,45.0,4.96875,1.0390625,2880.0,4.5,33.99,-118.09
31011,2.7431,13.0,4.707423580786026,1.0458221024258203,3356.0,2.4691943127962084,38.54,-121.42
26087,1.9076,16.0,3.8357963875205257,1.0772532188841202,2716.0,4.686619718309859,36.8,-119.86
5331,3.0694,15.0,5.922570016474465,1.064798598949212,9999.0,2.7333333333333334,36.32,-119.34
1426,1.4833,42.0,3.564841498559078,1.0115273775216138,2033.0,4.077809798270893,34.0,-118.28
4463,2.2969,28.0,3.0432432432432432,1.108108108108108,968.0,3.330330330921714,32.64,-117.18
18200,2.6071,20.0,5.1652892561983474,1.069686411149826,1443.0,2.46943231441048,40.86,-122.08
24325,1.056,32.0,4.352,1.0026666666666666,930.0,2.7,37.96,-122.36
30496,4.3118,15.0,5.744974874371859,0.9816643159379408,1802.0,2.445436507936508,38.58,-121.32
13987,3.1759,20.0,4.326639894344681,1.1184713375796178,2484.0,1.9571005917159765,37.4,-121.88
15538,0.7714,52.0,1.1304347826086956,1.0630434782608695,692.0,1.3152173913043477,34.06,-118.23
11532,3.1771,25.0,5.145985401459854,1.0729447852760736,1419.0,2.682887266828873,34.33,-119.23
3914,5.2987,18.0,6.283524904214559,1.072386058981233,1474.0,2.636251541307028,33.57,-117.66
3211,3.6289,28.0,4.95970695970696,0.9876237623762376,1410.0,4.082508250825082,33.9,-118.25
8552,2.5401,26.0,2.9369676320272555,1.0,913.0,2.9076433121019107,33.78,-117.88
12776,2.2024,22.0,4.518954248366013,1.0294117647058822,1636.0,2.802521008403361,37.27,-121.81
12261,4.6771,25.0,4.595155709342561,1.0408921933085502,1472.0,2.799352750809061,37.34,-121.96
18396,2.1442,12.0,4.242424242424242,1.043939393939394,2111.0,3.2515151515151515,33.79,-118.18
33181,1.2746,40.0,1.0679611650485437,1.0,772.0,3.040268456375839,34.1,-118.3
20761,6.776,3.0,5.250712250712251,1.0427350427350428,744.0,2.290322580645161,33.67,-118.32
34751,3.7361,23.0,5.625444839857651,1.077658303464755,1605.0,2.9180887372013653,33.13,-117.03
24392,4.0875,17.0,5.526666666666667,1.0277777777777777,1432.0,2.816666666666667,34.17,-118.69
18153,3.5804,21.0,4.544529262086514,1.0589301903898458,1471.0,2.478142076502732,34.11,-117.84
32552,3.765,7.0,5.332819722650231,1.1138107416879794,1602.0,2.629581993569132,37.73,-120.98
9648,4.1354,35.0,5.292527821939586,1.028688524590164,1548.0,3.360655737704918,37.35,-121.94
36848,3.7932,19.0,5.460867397806581,1.028169014084507,4763.0,2.0938967136150235,33.7,-117.88
26607,3.8273,21.0,6.145833333333333,1.0,673.0,2.917948717948718,38.6,-121.35
30887,4.45,16.0,6.0263691683569975,1.0193236714975846,3316.0,2.595505617977528,33.51,-117.71
20861,3.0893,32.0,6.984126984126984,1.0238095238095235,743.0,2.555555555555556,39.23,-123.18
10791,2.5833,32.0,3.5812101910828025,1.084568439407149,1777.0,3.2219020172910664,34.13,-117.88
7270,1.6136,19.0,4.519417475728155,1.0577689243027888,508.0,3.506629834254144,37.81,-121.3
15370,3.1641,36.0,5.965986394557823,1.08843537414966,1730.0,3.0511627906976746,37.62,-121.02
21532,6.9772,37.0,7.329787234042553,1.1063829787234043,1076.0,2.8843373493975903,37.44,-122.13
18571,6.2642,23.0,5.956639566395665,0.994059405940594,904.0,2.983498349834984,33.73,-117.83
3954,3.183,16.0,3.933940774487472,1.1357142857142857,2054.0,2.398747352024922,37.39,-121.87
186,4.9375,19.0,6.2896174863387975,1.026058631921824,2474.0,3.251028806584362,34.27,-119.17
12463,3.8952,25.0,6.5,1.0,1236.0,2.457547169811321,32.77,-117.06
29539,5.2887,24.0,5.328918322295806,1.0595009596928984,3063.0,3.172274562584118,37.7,-122.07
12669,3.3884,17.0,3.7217898832684826,1.1016042780748665,1782.0,2.122994652406417,34.15,-117.98
2111,4.8971,42.0,5.141287284144427,1.089974293059126,1183.0,2.005649717514124,34.04,-118.4
16421,4.2917,47.0,5.376673040152964,0.983947119924457,1388.0,2.6948228882833787,38.12,-122.24
12035,4.275,24.0,5.936507936507937,1.0805194805194804,784.0,2.68136813681368,38.27,-121.91
12013,2.8594,31.0,4.885714285714286,1.0928571428571427,970.0,3.414285714285714,37.97,-121.26
27291,2.5721,5.0,4.438413361169102,1.0812720848056536,1525.0,2.2351945854483923,38.64,-121.43
32691,3.5303,20.0,5.075822603719599,1.0546075085324231,1887.0,2.177581863979849,37.8,-120.98
15490,2.1067,21.0,3.897810218978102,1.032846715328467,2160.0,4.306569343065694,34.03,-117.75
10333,1.1705,10.0,4.907407407407408,1.208029197080292,899.0,2.1532846715328464,40.57,-122.34
6925,3.8547,10.0,5.404710920770878,1.0416666666666667,1726.0,2.9431818181818183,34.08,-117.48
6206,4.26,33.0,6.405566600397615,1.013916500994036,867.0,2.3047210300429186,32.76,-116.85
19427,3.1324,40.0,4.344086021505376,1.048689138576779,6359.0,1.98389694041868,34.04,-118.39
17431,12.9591,44.0,7.662902208201893,1.1170212765957446,973.0,2.3221153846153846,34.12,-118.37
5667,2.9167,45.0,5.158501440922191,1.0259365994236311,1407.0,2.0,34.17,-118.13
32612,4.2895,20.0,4.362586605080831,0.8614232209737828,1055.0,2.3870056497175143,34.23,-118.5
19832,5.0309,29.0,5.468879668049793,0.9339622641509434,778.0,3.078481012658228,32.62,-117.02
20848,2.1378,37.0,4.594202898550725,0.8028985507246377,355.0,3.188405797101449,34.12,-117.3
12530,3.1049,18.0,3.971502590673575,1.1281818181818182,2622.0,2.7644521138912856,34.01,-118.08
21492,1.9485,52.0,5.623569794050344,1.0993788819875776,935.0,3.212418300653595,37.94,-122.34
25130,3.7784,17.0,4.87984496124031,1.0744466800804828,4276.0,2.124031123919308,33.79,-117.96
5010,6.8371,23.0,6.458520179372198,1.0526315789473684,3199.0,2.609865470852018,34.16,-118.46
21474,4.6312,32.0,4.298507462686568,1.0923913043478262,1095.0,2.034313725490196,37.55,-122.0
20412,2.5139,7.0,4.145833333333333,1.0208333333333333,1250.0,1.9027777777777777,33.16,-117.18
647,2.8167,13.0,4.717868338557993,1.109717868338557,1377.0,2.37331256490135,32.74,-117.1
1270,8.8062,37.0,6.510067114093959,1.097457627118644,777.0,1.9467084639498435,37.45,-122.15
20273,2.4297,19.0,4.558011049723757,1.0555555555555556,1024.0,2.9386617100371746,38.33,-122.7
733,10.2292,32.0,8.31527093596059,1.046875,1509.0,2.423611111111111,34.26,-118.53
26842,2.5588,32.0,2.8176470588235296,0.9558823529411764,911.0,2.826923076923077,33.99,-118.47
36359,3.6875,45.0,5.420091324200913,1.0,1127.0,2.5494505494505493,34.17,-118.14
27401,2.1848,35.0,4.821576763485477,1.0562310030395137,1041.0,2.1041009463722395,36.79,-119.74
34374,2.6429,14.0,6.013333333333334,0.9972222222222222,1359.0,2.96888888888889,39.21,-121.12
1876,1.78,35.0,2.9222222222222225,1.0705128205128205,1699.0,3.034026465028356,34.05,-118.24
23237,4.2188,14.0,6.694096601077319,1.047449584816133,1532.0,2.874505928853755,38.38,-121.76
27719,4.983,24.0,5.536013400335008,1.0938477580813348,1543.0,3.0975316074653825,37.72,-122.47
20334,11.1228,17.0,8.197771587743732,1.0490716180371351,2429.0,2.867494824016563,33.61,-117.76
8151,2.7254,42.0,4.382830626450116,1.0027322404371584,1727.0,4.347315436241611,34.21,-118.47
26286,2.0062,43.0,2.7805755395683454,1.0539568345323742,1461.0,2.064748201438849,33.95,-118.29
35964,4.2037,13.0,6.6871165644171775,1.0527950310559009,947.0,2.1057192374350087,32.71,-117.18
13315,5.8239,24.0,6.751655629139073,1.0526315789473684,1141.0,2.84493041749503,33.72,-118.3
29564,5.4786,17.0,6.899598393574297,1.0822429906542057,1255.0,3.005704301075269,33.8,-118.06
1638,3.425,27.0,3.6733870967741935,0.9381107491856676,805.0,4.040322580645161,34.09,-118.05
26914,3.5485,14.0,4.907334304142548,1.0962047661076788,2066.0,2.442508710801394,38.02,-121.31
18223,3.6019,17.0,5.337912087912088,1.108409090909091,1497.0,2.959349593495935,38.36,-121.99
32383,3.0542,12.0,5.0418250950570345,1.0548523206751057,1445.0,2.9148471615720526,38.75,-121.24
12135,2.6771,32.0,4.188376753507014,0.9455040871934604,583.0,2.6298342541436464,34.07,-117.78
11925,11.3176,40.0,8.063268892794376,1.138107416879795,1177.0,2.879598662207358,34.13,-118.48
10154,5.4872,8.0,6.971671388101983,1.1104972375690607,1163.0,3.4394366197183097,32.66,-117.07
7738,3.6563,29.0,5.566433566433567,1.178893178893179,710.0,2.5045662100456623,38.61,-121.38
3525,3.0294,52.0,4.2,1.1214285714285714,681.0,1.8485714285714283,32.75,-117.17
2992,1.7388,10.0,5.24223602484472,1.1164447592067936,1908.0,3.2422360248447206,38.71,-121.44
24805,2.6066,12.0,4.821596244131455,1.092748735244519,1363.0,2.4844606946983547,40.66,-122.25
18535,8.0153,19.0,8.244725738396625,1.0034602076124568,1246.0,3.097345132743363,34.18,-118.9
19869,5.0509,4.0,6.385300668151448,1.0421994884910486,3139.0,3.6395939086294415,34.06,-117.14
19973,2.6842,36.0,4.144230769230769,1.026143790849673,3001.0,3.922379603399434,34.1,-118.1
26040,3.6231,43.0,3.371698113207547,1.0661157024793388,2126.0,2.739819004524887,34.03,-118.33
21434,6.6204,44.0,6.184426229508197,1.0,1076.0,2.864367816091954,34.15,-118.34
31565,5.2452,34.0,5.601415094339623,1.0201149425287357,370.0,2.27662721893491,37.34,-121.96
8420,5.6942,16.0,6.617486338797814,1.0695876288659794,1660.0,3.2475442043222005,36.86,-121.41
6593,1.6948,20.0,4.341753343239227,1.12094395280236,4749.0,2.696078431372549,38.02,-121.63
5749,4.2067,52.0,5.741214057507987,0.9870801033591732,1227.0,2.450292397660818,32.73,-117.13
9289,3.205,42.0,4.0607476635514015,1.0934579439252337,1548.0,1.8570093457943928,34.06,-118.41
6224,2.2292,15.0,4.11926605504587,1.1019108280254777,2435.0,5.077946768060831,34.1,-118.17
5030,3.1012,38.0,4.285714285714286,1.2,445.0,3.1785714285714284,33.89,-118.1
36411,2.455,30.0,4.037449392712553,1.0579937304075235,1633.0,3.536312849162011,33.97,-118.09
25965,6.5176,32.0,5.929042904290429,0.9476439790575916,673.0,2.947643979057592,37.26,-121.86
10036,5.24,16.0,5.643659711075442,1.1006711409395973,748.0,2.3453237410071943,33.7,-117.96
22288,4.1632,52.0,4.381443298969073,1.002958579881656,1336.0,2.721495327102804,37.74,-122.42
3705,3.0,32.0,3.757225433526012,0.970099255583126,1170.0,4.567164179104478,33.93,-118.15
8658,1.5455,37.0,4.984009840098401,1.0505050505050506,1365.0,3.1749174917491745,36.75,-119.74
20035,2.9072,22.0,4.253592561284869,1.0388841927303465,1494.0,1.6859592711682745,34.16,-118.26
21780,4.0,18.0,5.082926829268293,1.0195121951219512,657.0,3.268292682926829,38.42,-122.69
10089,4.7813,21.0,5.583219645293315,1.0385650224215246,3827.0,2.4358799454297406,34.05,-118.28
34339,3.2746,46.0,5.512071156289708,1.0374841168996187,2352.0,2.9213483146067416,34.07,-118.34
34820,3.3173,32.0,3.8383838383838382,0.8787878787878788,854.0,3.651515151515152,33.76,-117.92
35624,4.9062,30.0,6.316614420062696,1.0671506352087117,1883.0,3.2669789227166146,34.23,-119.02
25090,6.1287,20.0,6.6688311688311686,0.9206349206349206,820.0,2.555555555555556,32.8,-117.04
21484,3.7167,23.0,5.937190082644627,1.017721518987342,1098.0,3.175438596491228,34.4,-119.75
29604,1.9309,19.0,3.7767052767052767,1.0842985842985844,1267.0,1.817073170731707,37.81,-122.26
11076,4.4286,6.0,8.834008097165992,1.1872586872586872,2281.0,3.3968253968253967,37.18,-120.86
7815,1.7885,19.0,4.63943161634103,1.0692717584369449,1687.0,3.1889226100151755,36.81,-119.7
32455,2.735,35.0,4.944099378881988,1.00974930362117,1682.0,2.955223880597015,38.11,-121.27
19268,1.9609,41.0,4.644628099173554,1.0725552050473186,1581.0,4.96613545816733,34.13,-117.32
15874,2.4167,38.0,4.8977272727272725,1.1022727272727273,1247.0,2.3295454545454546,34.1,-117.28
16200,3.935,19.0,5.449322709163339,1.0561555075593954,1308.0,2.9322709163343896,37.12,-121.63
24303,2.67,19.0,3.4433229813664594,1.0881104033970277,2372.0,2.9297352342158858,34.25,-119.29
18451,2.9406,37.0,5.639784946236559,1.1320754716981132,1026.0,2.966386554621849,34.88,-117.06
12512,5.8479,43.0,6.06401766004415,1.0371944739638683,1109.0,2.842535787321064,34.23,-118.25
13586,2.7844,17.0,5.673151750972763,1.1769314472509025,1009.0,2.648590021691974,39.39,-121.39
22518,7.3672,17.0,7.083601286173633,0.96,974.0,3.17948717948718,37.38,-122.21
6650,5.6513,26.0,6.553934340802502,1.031413612565445,1204.0,3.121756487025948,33.79,-118.0
30145,2.2768,40.0,4.48,1.0714285714285714,462.0,2.892857142857143,38.02,-121.3
9737,3.5333,16.0,4.79155672823219,0.9566929133858268,782.0,2.2964824120603016,33.2,-117.35
28050,3.425,21.0,3.6358490566037736,1.0,1445.0,2.6141732283464565,36.96,-121.98
10869,4.4375,29.0,5.265217391304348,1.191304347826087,592.0,2.4565217391304346,38.25,-122.01
5653,15.0001,42.0,5.76984126984127,1.0649350649350648,1398.0,2.84959349593496,34.07,-118.48
4469,2.5268,33.0,3.227043390514625,1.1471571906354514,3359.0,2.3481324876673715,34.21,-118.47
24210,3.9338,22.0,5.09653916213065,1.147424511545293,1415.0,2.8161634103019537,33.94,-117.23
3068,4.15,34.0,5.759776536312849,1.1466273197449606,1244.0,3.77182539503386,33.94,-117.92
5627,6.3516,16.0,7.183385579937304,0.981132075471698,605.0,3.0,37.97,-121.93
32106,3.3844,18.0,6.366534325744308,1.4180249280920425,391.0,2.652173913043478,33.91,-116.0
3594,10.7397,21.0,7.074534161490683,1.232918149466192,1553.0,2.674176776429809,37.33,-122.05
17489,2.2094,38.0,3.664383561643834,1.0389972144846795,2378.0,3.678820155673904,34.04,-118.38
6036,1.6146,22.0,4.285714285714286,1.053658536585366,848.0,2.1739130434782608,38.95,-121.04
21982,2.3664,25.0,6.828947368421052,1.5120464441211463,735.0,1.6506238859180036,34.41,-119.7
16975,1.5536,16.0,3.815040650406504,1.033096926713948,1885.0,1.633096926713948,38.61,-121.27
17410,3.6384,23.0,4.727626459143969,1.016431924882629,811.0,2.751173708920188,34.04,-118.36
4305,4.5,22.0,5.533333333333333,0.9666666666666668,1370.0,2.8,36.77,-119.81
33998,2.7598,50.0,5.506849315068493,1.1538461538461535,1005.0,2.55944055944056,40.78,-124.16
15922,7.9338,22.0,7.133079847908745,0.9955654101995566,1580.0,3.0799220272904484,33.66,-117.9
9902,7.5,3.0,7.049608355091384,1.0249671484888303,4474.0,2.845810055865922,37.66,-121.95
11176,3.7813,33.0,5.719557195571956,1.063882063882064,1238.0,2.7115384615384617,38.31,-122.26
23967,5.2561,5.0,6.465317919075145,1.0454545454545454,1525.0,2.9381818181818184,34.17,-119.25
32950,3.0819,22.0,4.85655737704918,1.0905349794238683,1606.0,2.749388753056235,32.74,-117.24
24139,3.5214,30.0,4.070866141732233,1.0544747081712065,783.0,2.418897637795276,34.15,-117.9
5843,3.7622,26.0,4.8865836791148,1.031700288184438,7300.0,3.132387706855792,37.31,-121.82
16675,3.2443,15.0,5.386861313868613,1.058201058201058,2812.0,2.323505323505324,37.68,-122.13
15709,2.6964,38.0,4.954545454545454,1.064724919093851,1943.0,2.1669793621013134,34.11,-117.41
624,4.5987,14.0,7.508038585209003,1.16729088639201,1372.0,2.161731207289294,37.81,-122.69
19210,9.2175,36.0,7.116022099447513,1.0381426202321724,1994.0,2.536895674300254,34.1,-118.6
17284,5.1731,5.0,8.82213438735178,1.5976331360946745,2232.0,3.1634103019538187,37.56,-121.03
26202,3.1618,40.0,4.316981132075472,1.0,489.0,1.6132075471698113,32.76,-117.18
23200,5.3767,35.0,6.087096774193548,1.069767441860465,471.0,2.1627906976744184,38.67,-121.33
11641,5.3767,23.0,5.818791946308725,0.959731543624161,1891.0,3.37248322147651,34.11,-117.85
20984,2.4122,18.0,4.837320574162679,0.9799599198396792,1374.0,2.4376278118609407,36.79,-119.71
13130,3.4152,29.0,5.281437125748545,0.9945750452099568,1939.0,3.717868338557994,34.08,-118.01
4199,5.4163,36.0,5.387832699619772,1.2115384615384617,853.0,2.4749498997996,37.93,-122.3
5215,3.1573,13.0,4.76989247311828,1.0741534504929275,3657.0,4.666230366492146,37.32,-121.83
17520,4.1365,19.0,5.062700964630225,1.022274325908558,2639.0,2.596412556053812,38.6,-121.32
29997,2.8842,9.0,4.039735099337748,1.0397350993377483,735.0,1.853503184713376,32.81,-117.07
14806,6.1661,11.0,5.828178694158075,1.0587628865979382,764.0,3.1237113402061856,33.72,-117.98
24821,1.7574,18.0,3.592592592592593,0.988034188034188,825.0,2.951048951048951,33.93,-116.44
28866,1.108,30.0,2.921681780708986,0.9744245524296676,1603.0,2.8975265017667846,34.09,-118.31
251,4.5074,10.0,6.053072625698324,1.0797720797720798,1132.0,2.687074829931973,39.11,-121.62
22085,4.7568,32.0,5.315852205005959,1.0883392226482576,2649.0,3.154713493530499,37.31,-121.95
11361,4.6333,21.0,5.833333333333333,1.071097372488408,1546.0,3.3491124260355027,34.1,-117.87
19607,3.2981,23.0,4.238670694864048,1.108153078205825,1236.0,3.5866141732283463,33.92,-118.14
24586,2.9922,52.0,5.496835443037983,1.068702290076336,734.0,2.5076335877869926,37.65,-121.03
8132,3.7917,32.0,5.58457711442786,0.9477611940298508,574.0,2.646586345381526,33.89,-118.1
9254,2.875,18.0,4.979277364505845,1.053811659192825,981.0,3.741641337386018,35.34,-119.01
10020,4.4697,33.0,5.732044198895028,1.0313199105145414,985.0,2.4952978056426334,33.87,-118.31
17624,1.625,34.0,3.3045685279187818,1.0670731707317074,489.0,4.136363636363637,35.41,-118.96
16737,2.0192,18.0,3.6355871886121,1.056768558951912,2271.0,2.830568720379147,36.58,-121.88
31574,6.2872,13.0,6.685121107266436,1.138740766638365,6430.0,3.137037037037037,34.23,-118.25
26622,3.1885,27.0,4.206806282722513,1.0026178010471205,545.0,2.1886304909560765,37.76,-122.18
34926,7.611,23.0,6.6643990929705215,1.0684326710816776,1340.0,2.322834645669291,33.71,-117.77
9464,3.9352,16.0,4.988584474885845,1.052123552123552,1134.0,2.4401079136690647,33.81,-118.07
18026,3.4695,25.0,4.033333333333333,1.0458333333333334,1197.0,2.808333333333333,33.93,-118.12
1157,4.1674,28.0,3.964391691394659,1.007817589576547,1605.0,1.7511400651465798,34.11,-118.29
6046,2.0511,21.0,3.5267857142857144,1.0803571428571428,878.0,2.3035714285714284,39.47,-121.53
5683,2.1397,52.0,4.292225201072845,1.1207729468599037,1553.0,2.533011272141707,37.77,-122.41
21404,6.6579,10.0,7.101176470588235,1.0118953211736716,1555.0,3.4069767441860463,37.27,-121.88
15570,1.7205,26.0,5.86797385620915,0.99660441426146,877.0,3.186046511627907,38.7,-121.47
35493,3.5893,35.0,5.323741007194244,1.0575539568345325,801.0,1.6848920863309351,34.16,-118.26
11477,2.6354,42.0,3.5549412577747064,1.0273972602739727,2563.0,3.1684981684981683,33.77,-118.17
16045,2.7284,19.0,4.235807860262009,1.0879396984924623,1914.0,3.096085409252669,33.12,-117.07
32297,2.5368,47.0,3.922137404580153,1.088939566704675,1073.0,3.021201413427562,34.09,-118.2
34563,4.0125,7.0,4.907849829351536,1.0441988950276244,1583.0,3.026269702276708,32.57,-117.1
12266,6.1064,4.0,6.483771251931993,1.054176072234763,3148.0,3.053742802303263,33.68,-117.78
27922,5.5797,23.0,5.5369127516778525,0.9595015576323987,1202.0,3.170818505338078,37.41,-121.81
22334,1.3079,13.0,3.659528907922914,1.1177730192719486,2226.0,2.429292929292929,32.79,-116.96
28705,7.912,23.0,8.136811594202898,1.1782608695652177,1895.0,2.226519337016575,37.41,-122.13
8969,5.8336,4.0,7.335,1.05,588.0,2.475,34.17,-118.79
10183,3.1892,15.0,5.8687258687258685,1.1552511415525115,3548.0,3.0147420147420148,34.12,-117.38
22475,5.6188,36.0,5.751173708920188,1.015209125475285,1008.0,2.4444444444444446,33.79,-118.1
16356,1.8594,40.0,4.896551724137931,1.0422794117647058,1007.0,3.655172413793104,35.49,-119.27
8116,3.9519,37.0,5.613744075829384,0.9737609329446064,1099.0,2.717201166180758,34.18,-118.43
28526,3.9784,33.0,4.7405857740585775,1.0801219512195122,953.0,1.92468619246862,34.05,-118.38
5746,2.7,6.0,4.0,1.0,13.0,2.75,38.58,-121.31
23381,6.2899,17.0,6.282051282051282,1.0256410256410255,615.0,3.866666666666666,37.27,-121.87
14163,4.7941,31.0,5.95320197044335,1.05,830.0,2.9366666666666665,38.61,-121.33
15575,3.963,5.0,4.897400820793433,1.0739856801909309,7463.0,2.843989769820966,34.29,-118.74
26281,2.3359,23.0,5.713942307692308,1.0540865384615383,964.0,4.147849462365591,36.79,-120.08
7937,6.3191,19.0,6.315412186379929,0.9873817034700316,1268.0,3.060965794768613,33.66,-117.95
